lignee	replicat	n	portee	profondeur	largeur	pn_ps_term	pn_ps_int	pi	n_syn_term	n_nonsyn_term
La4	1	18	20	32.94444444444444	263.58169934640523	0.7242545393309912	0.8453746434965435	6.73615833796511e-05	242	351
La4	2	20	21	35.25	261.1421052631579	0.8310593193423094	0.7704192042294005	6.673811475243356e-05	263	442
La4	3	17	20	34.94117647058823	273.4852941176471	0.7268726795777991	0.8384858952686273	6.989257026757058e-05	242	352
La4	4	16	18	33.5	330.68333333333334	0.8457974700396463	0.7593452120322295	8.45102409834588e-05	199	337
La4	5	15	15	35.8	344.247619047619	0.8477635602995721	0.7534633884615655	8.797676299691409e-05	199	338
La4	6	18	21	33.0	263.797385620915	0.7268726795777991	0.8518226993863894	6.741670469118474e-05	242	352
La4	7	16	20	33.9375	191.3	0.7024305252488208	0.8841525436801299	4.888909561051057e-05	225	318
La4	8	18	20	33.0	265.1830065359477	0.7268726795777991	0.843897916123869	6.7770817359219e-05	242	352
La4	9	15	20	34.6	199.54285714285714	0.7931316352554433	0.8901558675331496	5.099566033064085e-05	198	321
La4	10	18	20	32.94444444444444	261.52941176470586	0.7251033056772801	0.8468488955706867	6.683709574869468e-05	242	351
La4	11	16	17	33.5625	329.8666666666667	0.8477635602995721	0.7511882833422667	8.430153165387917e-05	199	338
La4	12	18	20	33.0	262.4640522875817	0.7268726795777991	0.8435608677081936	6.707595476534044e-05	242	352
La4	13	16	21	33.375	341.3	0.8489040946698054	0.7746800869226014	8.722346226799403e-05	198	336
La4	14	17	20	34.94117647058823	271.8970588235294	0.7268726795777991	0.8399673395311031	6.948667697355015e-05	242	352
La4	15	16	20	33.9375	191.14166666666668	0.7024305252488208	0.8947299247705024	4.884863155681656e-05	225	318
La4	16	15	18	35.666666666666664	347.67619047619047	0.8436685441870074	0.7669813932235525	8.885297709194229e-05	199	336
La4	17	18	20	32.888888888888886	263.1372549019608	0.7624966388608434	0.8468810654891136	6.724800007103633e-05	235	357
La4	18	17	20	34.88235294117647	270.3970588235294	0.7293317099735332	0.8439320642544778	6.910333330697531e-05	241	352
La4	19	18	20	32.94444444444444	264.34640522875816	0.7252276654707208	0.8502551363977571	6.755701348417945e-05	242	351
La4	20	18	20	33.0	262.9281045751634	0.7268726795777991	0.8482500705894752	6.719454910227645e-05	242	352
La4	21	17	20	34.8235294117647	275.77941176470586	0.7288659689071604	0.8453746434965435	7.047886058115561e-05	241	351
La4	22	17	20	34.94117647058823	268.6764705882353	0.7268726795777991	0.837221985397299	6.866361557178654e-05	242	352
La4	23	17	20	34.88235294117647	277.20588235294116	0.7293317099735332	0.8480604651194781	7.084341289152579e-05	241	352
La4	24	20	21	35.25	261.12631578947367	0.8310593193423094	0.7704192042294005	6.67340795559433e-05	263	442
La4	25	17	20	34.88235294117647	268.5147058823529	0.7242545393309912	0.8425296390964991	6.862227458813631e-05	242	351
La4	26	15	19	34.53333333333333	193.52380952380952	0.7829082032954084	0.8819066319567048	4.945741780825802e-05	199	319
La4	27	18	20	32.94444444444444	264.0457516339869	0.7306427769719037	0.8468488955706867	6.74801777165871e-05	241	352
La4	28	18	20	32.94444444444444	265.01960784313724	0.7252276654707208	0.8567636081296812	6.772905878987534e-05	242	351
La4	29	18	20	33.0	259.08496732026146	0.7268726795777991	0.8338638679108326	6.621238755131348e-05	242	352
La4	30	17	20	34.88235294117647	273.72058823529414	0.7251033056772801	0.8417894005697438	6.995270260742546e-05	242	351
La4	31	15	18	35.733333333333334	346.3047619047619	0.8445374887437067	0.7696967109469647	8.8502491453931e-05	199	337
La4	32	17	20	34.88235294117647	269.86764705882354	0.7252276654707208	0.8392215942480755	6.896803554230186e-05	242	351
La4	33	17	20	34.94117647058823	271.11764705882354	0.7268726795777991	0.838823965060975	6.928748859778089e-05	242	352
La4	34	16	17	33.5625	329.8666666666667	0.8477635602995721	0.7511882833422667	8.430153165387917e-05	199	338
La4	35	18	20	32.888888888888886	265.0326797385621	0.7289903315223115	0.8517363558754902	6.773239947542284e-05	241	351
La4	36	18	21	33.0	261.4313725490196	0.7268726795777991	0.8468488955706867	6.681204060708849e-05	242	352
La4	37	18	20	32.94444444444444	265.6666666666667	0.7306427769719037	0.8518226993863894	6.789442272447626e-05	241	352
La4	38	18	20	32.888888888888886	263.2483660130719	0.7234575318888631	0.8517363558754902	6.727639589819003e-05	242	350
La4	39	20	21	35.25	261.1421052631579	0.8310593193423094	0.7704192042294005	6.673811475243356e-05	263	442
